FID,Lat,Lon,lat1,lon1,lat2,lon4,output
498,20.367,110.19,20.362,110.185,20.372,110.195,56
499,20.367,110.2,20.362,110.195,20.372,110.205,23
500,20.367,110.21,20.362,110.205,20.372,110.215,90
501,20.367,110.22,20.362,110.215,20.372,110.225,60
502,20.367,110.23,20.362,110.225,20.372,110.235,80
503,20.367,110.24,20.362,110.235,20.372,110.245,66
504,20.367,110.25,20.362,110.245,20.372,110.255,88
505,20.367,110.26,20.362,110.255,20.372,110.265,87
506,20.367,110.27,20.362,110.265,20.372,110.275,20
507,20.367,110.28,20.362,110.275,20.372,110.285,68
508,20.367,110.29,20.362,110.285,20.372,110.295,28
509,20.367,110.3,20.362,110.295,20.372,110.305,86
510,20.367,110.31,20.362,110.305,20.372,110.315,78
511,20.367,110.32,20.362,110.315,20.372,110.325,23
512,20.367,110.33,20.362,110.325,20.372,110.335,63
513,20.367,110.34,20.362,110.335,20.372,110.345,71
514,20.367,110.35,20.362,110.345,20.372,110.355,62
515,20.367,110.36,20.362,110.355,20.372,110.365,59
516,20.367,110.37,20.362,110.365,20.372,110.375,10
517,20.367,110.38,20.362,110.375,20.372,110.385,51
518,20.367,110.39,20.362,110.385,20.372,110.395,1
519,20.367,110.4,20.362,110.395,20.372,110.405,90
520,20.367,110.41,20.362,110.405,20.372,110.415,35
521,20.367,110.42,20.362,110.415,20.372,110.425,8
522,20.367,110.43,20.362,110.425,20.372,110.435,29
523,20.367,110.44,20.362,110.435,20.372,110.445,57
524,20.367,110.45,20.362,110.445,20.372,110.455,75
525,20.367,110.46,20.362,110.455,20.372,110.465,63
526,20.367,110.58,20.362,110.575,20.372,110.585,63
527,20.367,110.59,20.362,110.585,20.372,110.595,39
528,20.377,109.88,20.372,109.875,20.382,109.885,64
529,20.377,109.89,20.372,109.885,20.382,109.895,18
530,20.377,109.9,20.372,109.895,20.382,109.905,25
531,20.377,109.91,20.372,109.905,20.382,109.915,27
532,20.377,109.92,20.372,109.915,20.382,109.925,19
533,20.377,109.93,20.372,109.925,20.382,109.935,61
534,20.377,109.94,20.372,109.935,20.382,109.945,54
535,20.377,109.95,20.372,109.945,20.382,109.955,0
536,20.377,109.96,20.372,109.955,20.382,109.965,44
537,20.377,109.97,20.372,109.965,20.382,109.975,58
538,20.377,109.99,20.372,109.985,20.382,109.995,24
539,20.377,110,20.372,109.995,20.382,110.005,2
540,20.377,110.01,20.372,110.005,20.382,110.015,32
541,20.377,110.02,20.372,110.015,20.382,110.025,21
542,20.377,110.03,20.372,110.025,20.382,110.035,53
543,20.377,110.04,20.372,110.035,20.382,110.045,81
544,20.377,110.05,20.372,110.045,20.382,110.055,2
545,20.377,110.06,20.372,110.055,20.382,110.065,47
546,20.377,110.07,20.372,110.065,20.382,110.075,70
547,20.377,110.08,20.372,110.075,20.382,110.085,88
548,20.377,110.09,20.372,110.085,20.382,110.095,24
549,20.377,110.1,20.372,110.095,20.382,110.105,34
550,20.377,110.11,20.372,110.105,20.382,110.115,57
551,20.377,110.12,20.372,110.115,20.382,110.125,17
552,20.377,110.13,20.372,110.125,20.382,110.135,79
553,20.377,110.14,20.372,110.135,20.382,110.145,73
554,20.377,110.15,20.372,110.145,20.382,110.155,45
555,20.377,110.16,20.372,110.155,20.382,110.165,81
556,20.377,110.17,20.372,110.165,20.382,110.175,15
557,20.377,110.18,20.372,110.175,20.382,110.185,21
558,20.377,110.19,20.372,110.185,20.382,110.195,85
559,20.377,110.2,20.372,110.195,20.382,110.205,71
560,20.377,110.21,20.372,110.205,20.382,110.215,36
561,20.377,110.22,20.372,110.215,20.382,110.225,21
562,20.377,110.23,20.372,110.225,20.382,110.235,81
563,20.377,110.24,20.372,110.235,20.382,110.245,11
564,20.377,110.25,20.372,110.245,20.382,110.255,45
565,20.377,110.26,20.372,110.255,20.382,110.265,24
566,20.377,110.27,20.372,110.265,20.382,110.275,13
567,20.377,110.28,20.372,110.275,20.382,110.285,25
568,20.377,110.29,20.372,110.285,20.382,110.295,71
569,20.377,110.3,20.372,110.295,20.382,110.305,29
570,20.377,110.31,20.372,110.305,20.382,110.315,46
571,20.377,110.32,20.372,110.315,20.382,110.325,76
572,20.377,110.33,20.372,110.325,20.382,110.335,66
573,20.377,110.34,20.372,110.335,20.382,110.345,64
574,20.377,110.35,20.372,110.345,20.382,110.355,18
575,20.377,110.36,20.372,110.355,20.382,110.365,52
576,20.377,110.37,20.372,110.365,20.382,110.375,45
577,20.377,110.38,20.372,110.375,20.382,110.385,54
578,20.377,110.39,20.372,110.385,20.382,110.395,83
579,20.377,110.4,20.372,110.395,20.382,110.405,23
580,20.377,110.41,20.372,110.405,20.382,110.415,73
581,20.377,110.42,20.372,110.415,20.382,110.425,70
582,20.377,110.43,20.372,110.425,20.382,110.435,15
583,20.377,110.44,20.372,110.435,20.382,110.445,70
584,20.377,110.45,20.372,110.445,20.382,110.455,17
585,20.377,110.46,20.372,110.455,20.382,110.465,31
586,20.387,109.88,20.382,109.875,20.392,109.885,34
587,20.387,109.89,20.382,109.885,20.392,109.895,15
588,20.387,109.9,20.382,109.895,20.392,109.905,46
589,20.387,109.91,20.382,109.905,20.392,109.915,35
590,20.387,109.92,20.382,109.915,20.392,109.925,83
591,20.387,109.93,20.382,109.925,20.392,109.935,77
592,20.387,109.94,20.382,109.935,20.392,109.945,66
593,20.387,109.95,20.382,109.945,20.392,109.955,80
594,20.387,109.96,20.382,109.955,20.392,109.965,19
595,20.387,110,20.382,109.995,20.392,110.005,12
596,20.387,110.01,20.382,110.005,20.392,110.015,48
597,20.387,110.02,20.382,110.015,20.392,110.025,17
598,20.387,110.03,20.382,110.025,20.392,110.035,54
599,20.387,110.04,20.382,110.035,20.392,110.045,25
600,20.387,110.05,20.382,110.045,20.392,110.055,19
601,20.387,110.06,20.382,110.055,20.392,110.065,54
602,20.387,110.07,20.382,110.065,20.392,110.075,32
603,20.387,110.08,20.382,110.075,20.392,110.085,40
604,20.387,110.09,20.382,110.085,20.392,110.095,53
605,20.387,110.1,20.382,110.095,20.392,110.105,71
606,20.387,110.11,20.382,110.105,20.392,110.115,66
607,20.387,110.12,20.382,110.115,20.392,110.125,1
608,20.387,110.13,20.382,110.125,20.392,110.135,76
609,20.387,110.14,20.382,110.135,20.392,110.145,24
610,20.387,110.15,20.382,110.145,20.392,110.155,48
611,20.387,110.16,20.382,110.155,20.392,110.165,64
612,20.387,110.17,20.382,110.165,20.392,110.175,17
613,20.387,110.18,20.382,110.175,20.392,110.185,50
614,20.387,110.19,20.382,110.185,20.392,110.195,47
615,20.387,110.2,20.382,110.195,20.392,110.205,4
616,20.387,110.21,20.382,110.205,20.392,110.215,1
617,20.387,110.22,20.382,110.215,20.392,110.225,67
618,20.387,110.23,20.382,110.225,20.392,110.235,39
619,20.387,110.24,20.382,110.235,20.392,110.245,15
620,20.387,110.25,20.382,110.245,20.392,110.255,89
621,20.387,110.26,20.382,110.255,20.392,110.265,86
622,20.387,110.27,20.382,110.265,20.392,110.275,81
623,20.387,110.28,20.382,110.275,20.392,110.285,56
624,20.387,110.29,20.382,110.285,20.392,110.295,72
625,20.387,110.3,20.382,110.295,20.392,110.305,64
626,20.387,110.31,20.382,110.305,20.392,110.315,22
627,20.387,110.32,20.382,110.315,20.392,110.325,66
628,20.387,110.33,20.382,110.325,20.392,110.335,64
629,20.387,110.34,20.382,110.335,20.392,110.345,56
630,20.387,110.35,20.382,110.345,20.392,110.355,22
631,20.387,110.36,20.382,110.355,20.392,110.365,51
632,20.387,110.37,20.382,110.365,20.392,110.375,48
633,20.387,110.38,20.382,110.375,20.392,110.385,1
634,20.387,110.39,20.382,110.385,20.392,110.395,18
635,20.387,110.4,20.382,110.395,20.392,110.405,13
636,20.387,110.41,20.382,110.405,20.392,110.415,9
637,20.387,110.42,20.382,110.415,20.392,110.425,42
638,20.387,110.43,20.382,110.425,20.392,110.435,5
639,20.387,110.44,20.382,110.435,20.392,110.445,72
640,20.387,110.45,20.382,110.445,20.392,110.455,41
641,20.387,110.46,20.382,110.455,20.392,110.465,42
642,20.387,110.47,20.382,110.465,20.392,110.475,81
643,20.397,109.88,20.392,109.875,20.402,109.885,90
644,20.397,109.89,20.392,109.885,20.402,109.895,35
645,20.397,109.9,20.392,109.895,20.402,109.905,43
646,20.397,109.91,20.392,109.905,20.402,109.915,70
647,20.397,109.92,20.392,109.915,20.402,109.925,37
648,20.397,109.93,20.392,109.925,20.402,109.935,63
649,20.397,109.94,20.392,109.935,20.402,109.945,7
650,20.397,109.95,20.392,109.945,20.402,109.955,86
651,20.397,109.96,20.392,109.955,20.402,109.965,55
652,20.397,109.97,20.392,109.965,20.402,109.975,52
653,20.397,110.01,20.392,110.005,20.402,110.015,89
654,20.397,110.02,20.392,110.015,20.402,110.025,36
655,20.397,110.03,20.392,110.025,20.402,110.035,52
656,20.397,110.04,20.392,110.035,20.402,110.045,9
657,20.397,110.05,20.392,110.045,20.402,110.055,27
658,20.397,110.06,20.392,110.055,20.402,110.065,2
659,20.397,110.07,20.392,110.065,20.402,110.075,87
660,20.397,110.08,20.392,110.075,20.402,110.085,62
661,20.397,110.09,20.392,110.085,20.402,110.095,53
662,20.397,110.1,20.392,110.095,20.402,110.105,26
663,20.397,110.11,20.392,110.105,20.402,110.115,20
664,20.397,110.12,20.392,110.115,20.402,110.125,85
665,20.397,110.13,20.392,110.125,20.402,110.135,83
666,20.397,110.14,20.392,110.135,20.402,110.145,90
667,20.397,110.15,20.392,110.145,20.402,110.155,90
668,20.397,110.16,20.392,110.155,20.402,110.165,19
669,20.397,110.17,20.392,110.165,20.402,110.175,26
670,20.397,110.18,20.392,110.175,20.402,110.185,19
671,20.397,110.19,20.392,110.185,20.402,110.195,35
672,20.397,110.2,20.392,110.195,20.402,110.205,21
673,20.397,110.21,20.392,110.205,20.402,110.215,84
674,20.397,110.22,20.392,110.215,20.402,110.225,15
675,20.397,110.23,20.392,110.225,20.402,110.235,79
676,20.397,110.24,20.392,110.235,20.402,110.245,23
677,20.397,110.25,20.392,110.245,20.402,110.255,63
678,20.397,110.26,20.392,110.255,20.402,110.265,69
679,20.397,110.27,20.392,110.265,20.402,110.275,17
680,20.397,110.28,20.392,110.275,20.402,110.285,9
681,20.397,110.29,20.392,110.285,20.402,110.295,54
682,20.397,110.3,20.392,110.295,20.402,110.305,22
683,20.397,110.31,20.392,110.305,20.402,110.315,11
684,20.397,110.32,20.392,110.315,20.402,110.325,9
685,20.397,110.33,20.392,110.325,20.402,110.335,65
686,20.397,110.34,20.392,110.335,20.402,110.345,51
687,20.397,110.35,20.392,110.345,20.402,110.355,40
688,20.397,110.36,20.392,110.355,20.402,110.365,66
689,20.397,110.37,20.392,110.365,20.402,110.375,20
690,20.397,110.38,20.392,110.375,20.402,110.385,16
691,20.397,110.39,20.392,110.385,20.402,110.395,57
692,20.397,110.4,20.392,110.395,20.402,110.405,79
693,20.397,110.41,20.392,110.405,20.402,110.415,23
694,20.397,110.42,20.392,110.415,20.402,110.425,34
695,20.397,110.43,20.392,110.425,20.402,110.435,12
696,20.397,110.44,20.392,110.435,20.402,110.445,72
697,20.397,110.45,20.392,110.445,20.402,110.455,83
698,20.397,110.46,20.392,110.455,20.402,110.465,46
699,20.397,110.47,20.392,110.465,20.402,110.475,61
700,20.407,109.87,20.402,109.865,20.412,109.875,68
701,20.407,109.9,20.402,109.895,20.412,109.905,10
702,20.407,109.91,20.402,109.905,20.412,109.915,76
703,20.407,109.92,20.402,109.915,20.412,109.925,81
704,20.407,109.93,20.402,109.925,20.412,109.935,51
705,20.407,109.94,20.402,109.935,20.412,109.945,36
706,20.407,110.02,20.402,110.015,20.412,110.025,90
707,20.407,110.03,20.402,110.025,20.412,110.035,39
708,20.407,110.04,20.402,110.035,20.412,110.045,35
709,20.407,110.05,20.402,110.045,20.412,110.055,66
710,20.407,110.06,20.402,110.055,20.412,110.065,72
711,20.407,110.07,20.402,110.065,20.412,110.075,85
712,20.407,110.08,20.402,110.075,20.412,110.085,55
713,20.407,110.09,20.402,110.085,20.412,110.095,15
714,20.407,110.1,20.402,110.095,20.412,110.105,86
715,20.407,110.11,20.402,110.105,20.412,110.115,5
716,20.407,110.12,20.402,110.115,20.412,110.125,77
717,20.407,110.13,20.402,110.125,20.412,110.135,37
718,20.407,110.14,20.402,110.135,20.412,110.145,18
719,20.407,110.15,20.402,110.145,20.412,110.155,32
720,20.407,110.16,20.402,110.155,20.412,110.165,90
721,20.407,110.17,20.402,110.165,20.412,110.175,5
722,20.407,110.18,20.402,110.175,20.412,110.185,5
723,20.407,110.19,20.402,110.185,20.412,110.195,60
724,20.407,110.2,20.402,110.195,20.412,110.205,61
725,20.407,110.21,20.402,110.205,20.412,110.215,38
726,20.407,110.22,20.402,110.215,20.412,110.225,88
727,20.407,110.23,20.402,110.225,20.412,110.235,7
728,20.407,110.24,20.402,110.235,20.412,110.245,84
729,20.407,110.25,20.402,110.245,20.412,110.255,74
730,20.407,110.26,20.402,110.255,20.412,110.265,53
731,20.407,110.27,20.402,110.265,20.412,110.275,26
732,20.407,110.28,20.402,110.275,20.412,110.285,35
733,20.407,110.29,20.402,110.285,20.412,110.295,54
734,20.407,110.3,20.402,110.295,20.412,110.305,57
735,20.407,110.31,20.402,110.305,20.412,110.315,6
736,20.407,110.32,20.402,110.315,20.412,110.325,45
737,20.407,110.33,20.402,110.325,20.412,110.335,71
738,20.407,110.34,20.402,110.335,20.412,110.345,5
739,20.407,110.35,20.402,110.345,20.412,110.355,18
740,20.407,110.36,20.402,110.355,20.412,110.365,87
741,20.407,110.37,20.402,110.365,20.412,110.375,32
742,20.407,110.38,20.402,110.375,20.412,110.385,4
743,20.407,110.39,20.402,110.385,20.412,110.395,11
744,20.407,110.4,20.402,110.395,20.412,110.405,5
745,20.407,110.41,20.402,110.405,20.412,110.415,43
746,20.407,110.42,20.402,110.415,20.412,110.425,10
747,20.407,110.43,20.402,110.425,20.412,110.435,87
748,20.407,110.44,20.402,110.435,20.412,110.445,29
749,20.407,110.45,20.402,110.445,20.412,110.455,65
750,20.407,110.46,20.402,110.455,20.412,110.465,78
751,20.407,110.47,20.402,110.465,20.412,110.475,84
752,20.407,110.48,20.402,110.475,20.412,110.485,1
753,20.417,109.9,20.412,109.895,20.422,109.905,88
754,20.417,109.91,20.412,109.905,20.422,109.915,23
755,20.417,109.92,20.412,109.915,20.422,109.925,68
756,20.417,109.93,20.412,109.925,20.422,109.935,56
757,20.417,110.02,20.412,110.015,20.422,110.025,44
758,20.417,110.03,20.412,110.025,20.422,110.035,56
759,20.417,110.04,20.412,110.035,20.422,110.045,60
760,20.417,110.05,20.412,110.045,20.422,110.055,64
761,20.417,110.06,20.412,110.055,20.422,110.065,51
762,20.417,110.07,20.412,110.065,20.422,110.075,2
763,20.417,110.08,20.412,110.075,20.422,110.085,8
764,20.417,110.09,20.412,110.085,20.422,110.095,42
765,20.417,110.1,20.412,110.095,20.422,110.105,47
766,20.417,110.11,20.412,110.105,20.422,110.115,65
767,20.417,110.12,20.412,110.115,20.422,110.125,90
768,20.417,110.13,20.412,110.125,20.422,110.135,5
769,20.417,110.14,20.412,110.135,20.422,110.145,90
770,20.417,110.15,20.412,110.145,20.422,110.155,15
771,20.417,110.16,20.412,110.155,20.422,110.165,59
772,20.417,110.17,20.412,110.165,20.422,110.175,55
773,20.417,110.18,20.412,110.175,20.422,110.185,43
774,20.417,110.19,20.412,110.185,20.422,110.195,65
775,20.417,110.2,20.412,110.195,20.422,110.205,25
776,20.417,110.21,20.412,110.205,20.422,110.215,72
777,20.417,110.22,20.412,110.215,20.422,110.225,35
778,20.417,110.23,20.412,110.225,20.422,110.235,0
779,20.417,110.24,20.412,110.235,20.422,110.245,20
780,20.417,110.25,20.412,110.245,20.422,110.255,52
781,20.417,110.26,20.412,110.255,20.422,110.265,35
782,20.417,110.27,20.412,110.265,20.422,110.275,4
783,20.417,110.28,20.412,110.275,20.422,110.285,51
784,20.417,110.29,20.412,110.285,20.422,110.295,5
785,20.417,110.3,20.412,110.295,20.422,110.305,43
786,20.417,110.31,20.412,110.305,20.422,110.315,31
787,20.417,110.32,20.412,110.315,20.422,110.325,59
788,20.417,110.33,20.412,110.325,20.422,110.335,77
789,20.417,110.34,20.412,110.335,20.422,110.345,73
790,20.417,110.35,20.412,110.345,20.422,110.355,69
791,20.417,110.36,20.412,110.355,20.422,110.365,53
792,20.417,110.37,20.412,110.365,20.422,110.375,24
793,20.417,110.38,20.412,110.375,20.422,110.385,5
794,20.417,110.39,20.412,110.385,20.422,110.395,71
795,20.417,110.4,20.412,110.395,20.422,110.405,89
796,20.417,110.41,20.412,110.405,20.422,110.415,90
797,20.417,110.42,20.412,110.415,20.422,110.425,23
798,20.417,110.43,20.412,110.425,20.422,110.435,29
799,20.417,110.44,20.412,110.435,20.422,110.445,80
800,20.417,110.45,20.412,110.445,20.422,110.455,52
801,20.417,110.46,20.412,110.455,20.422,110.465,14
802,20.417,110.47,20.412,110.465,20.422,110.475,13
803,20.417,110.48,20.412,110.475,20.422,110.485,42
804,20.417,110.49,20.412,110.485,20.422,110.495,50
805,20.417,110.5,20.412,110.495,20.422,110.505,0
806,20.427,109.91,20.422,109.905,20.432,109.915,17
807,20.427,110.02,20.422,110.015,20.432,110.025,13
808,20.427,110.03,20.422,110.025,20.432,110.035,5
809,20.427,110.04,20.422,110.035,20.432,110.045,66
810,20.427,110.05,20.422,110.045,20.432,110.055,82
811,20.427,110.06,20.422,110.055,20.432,110.065,2
812,20.427,110.07,20.422,110.065,20.432,110.075,19
813,20.427,110.08,20.422,110.075,20.432,110.085,87
814,20.427,110.09,20.422,110.085,20.432,110.095,22
815,20.427,110.1,20.422,110.095,20.432,110.105,82
816,20.427,110.11,20.422,110.105,20.432,110.115,49
817,20.427,110.12,20.422,110.115,20.432,110.125,86
818,20.427,110.13,20.422,110.125,20.432,110.135,60
819,20.427,110.14,20.422,110.135,20.432,110.145,54
820,20.427,110.15,20.422,110.145,20.432,110.155,32
821,20.427,110.16,20.422,110.155,20.432,110.165,31
822,20.427,110.17,20.422,110.165,20.432,110.175,62
823,20.427,110.18,20.422,110.175,20.432,110.185,14
824,20.427,110.19,20.422,110.185,20.432,110.195,8
825,20.427,110.2,20.422,110.195,20.432,110.205,18
826,20.427,110.21,20.422,110.205,20.432,110.215,53
827,20.427,110.22,20.422,110.215,20.432,110.225,65
828,20.427,110.23,20.422,110.225,20.432,110.235,76
829,20.427,110.24,20.422,110.235,20.432,110.245,5
830,20.427,110.25,20.422,110.245,20.432,110.255,0
831,20.427,110.26,20.422,110.255,20.432,110.265,61
832,20.427,110.27,20.422,110.265,20.432,110.275,67
833,20.427,110.28,20.422,110.275,20.432,110.285,23
834,20.427,110.29,20.422,110.285,20.432,110.295,21
835,20.427,110.3,20.422,110.295,20.432,110.305,7
836,20.427,110.31,20.422,110.305,20.432,110.315,44
837,20.427,110.32,20.422,110.315,20.432,110.325,81
838,20.427,110.33,20.422,110.325,20.432,110.335,50
839,20.427,110.34,20.422,110.335,20.432,110.345,55
840,20.427,110.35,20.422,110.345,20.432,110.355,2
841,20.427,110.36,20.422,110.355,20.432,110.365,38
842,20.427,110.37,20.422,110.365,20.432,110.375,63
843,20.427,110.38,20.422,110.375,20.432,110.385,89
844,20.427,110.39,20.422,110.385,20.432,110.395,63
845,20.427,110.4,20.422,110.395,20.432,110.405,49
846,20.427,110.41,20.422,110.405,20.432,110.415,21
847,20.427,110.42,20.422,110.415,20.432,110.425,85
848,20.427,110.43,20.422,110.425,20.432,110.435,84
849,20.427,110.44,20.422,110.435,20.432,110.445,45
850,20.427,110.45,20.422,110.445,20.432,110.455,20
851,20.427,110.46,20.422,110.455,20.432,110.465,33
852,20.427,110.47,20.422,110.465,20.432,110.475,88
853,20.427,110.48,20.422,110.475,20.432,110.485,40
854,20.427,110.49,20.422,110.485,20.432,110.495,33
855,20.427,110.5,20.422,110.495,20.432,110.505,13
856,20.427,110.51,20.422,110.505,20.432,110.515,12
857,20.437,110.02,20.432,110.015,20.442,110.025,25
858,20.437,110.03,20.432,110.025,20.442,110.035,45
859,20.437,110.04,20.432,110.035,20.442,110.045,66
860,20.437,110.05,20.432,110.045,20.442,110.055,59
861,20.437,110.06,20.432,110.055,20.442,110.065,47
862,20.437,110.07,20.432,110.065,20.442,110.075,88
863,20.437,110.08,20.432,110.075,20.442,110.085,72
864,20.437,110.09,20.432,110.085,20.442,110.095,67
865,20.437,110.1,20.432,110.095,20.442,110.105,23
866,20.437,110.11,20.432,110.105,20.442,110.115,9
867,20.437,110.12,20.432,110.115,20.442,110.125,38
868,20.437,110.13,20.432,110.125,20.442,110.135,40
869,20.437,110.14,20.432,110.135,20.442,110.145,22
870,20.437,110.15,20.432,110.145,20.442,110.155,81
871,20.437,110.16,20.432,110.155,20.442,110.165,31
872,20.437,110.17,20.432,110.165,20.442,110.175,63
873,20.437,110.18,20.432,110.175,20.442,110.185,64
874,20.437,110.19,20.432,110.185,20.442,110.195,20
875,20.437,110.2,20.432,110.195,20.442,110.205,35
876,20.437,110.21,20.432,110.205,20.442,110.215,70
877,20.437,110.22,20.432,110.215,20.442,110.225,78
878,20.437,110.23,20.432,110.225,20.442,110.235,52
879,20.437,110.24,20.432,110.235,20.442,110.245,51
880,20.437,110.25,20.432,110.245,20.442,110.255,34
881,20.437,110.26,20.432,110.255,20.442,110.265,46
882,20.437,110.27,20.432,110.265,20.442,110.275,40
883,20.437,110.28,20.432,110.275,20.442,110.285,5
884,20.437,110.29,20.432,110.285,20.442,110.295,90
885,20.437,110.3,20.432,110.295,20.442,110.305,3
886,20.437,110.31,20.432,110.305,20.442,110.315,71
887,20.437,110.32,20.432,110.315,20.442,110.325,54
888,20.437,110.33,20.432,110.325,20.442,110.335,79
889,20.437,110.34,20.432,110.335,20.442,110.345,77
890,20.437,110.35,20.432,110.345,20.442,110.355,25
891,20.437,110.36,20.432,110.355,20.442,110.365,56
892,20.437,110.37,20.432,110.365,20.442,110.375,82
893,20.437,110.38,20.432,110.375,20.442,110.385,40
894,20.437,110.39,20.432,110.385,20.442,110.395,73
895,20.437,110.4,20.432,110.395,20.442,110.405,64
896,20.437,110.41,20.432,110.405,20.442,110.415,78
897,20.437,110.42,20.432,110.415,20.442,110.425,69
898,20.437,110.43,20.432,110.425,20.442,110.435,65
899,20.437,110.44,20.432,110.435,20.442,110.445,33
900,20.437,110.45,20.432,110.445,20.442,110.455,3
901,20.437,110.46,20.432,110.455,20.442,110.465,65
902,20.437,110.47,20.432,110.465,20.442,110.475,54
903,20.437,110.48,20.432,110.475,20.442,110.485,25
904,20.437,110.49,20.432,110.485,20.442,110.495,87
905,20.437,110.5,20.432,110.495,20.442,110.505,2
906,20.437,110.51,20.432,110.505,20.442,110.515,58
907,20.447,110.09,20.442,110.085,20.452,110.095,28
908,20.447,110.1,20.442,110.095,20.452,110.105,87
909,20.447,110.11,20.442,110.105,20.452,110.115,16
910,20.447,110.12,20.442,110.115,20.452,110.125,90
911,20.447,110.13,20.442,110.125,20.452,110.135,37
912,20.447,110.14,20.442,110.135,20.452,110.145,49
913,20.447,110.15,20.442,110.145,20.452,110.155,48
914,20.447,110.16,20.442,110.155,20.452,110.165,40
915,20.447,110.17,20.442,110.165,20.452,110.175,8
916,20.447,110.18,20.442,110.175,20.452,110.185,84
917,20.447,110.19,20.442,110.185,20.452,110.195,84
918,20.447,110.2,20.442,110.195,20.452,110.205,57
919,20.447,110.21,20.442,110.205,20.452,110.215,35
920,20.447,110.22,20.442,110.215,20.452,110.225,11
921,20.447,110.23,20.442,110.225,20.452,110.235,49
922,20.447,110.24,20.442,110.235,20.452,110.245,87
923,20.447,110.25,20.442,110.245,20.452,110.255,38
924,20.447,110.26,20.442,110.255,20.452,110.265,48
925,20.447,110.27,20.442,110.265,20.452,110.275,31
926,20.447,110.28,20.442,110.275,20.452,110.285,77
927,20.447,110.29,20.442,110.285,20.452,110.295,8
928,20.447,110.3,20.442,110.295,20.452,110.305,37
929,20.447,110.31,20.442,110.305,20.452,110.315,64
930,20.447,110.32,20.442,110.315,20.452,110.325,4
931,20.447,110.33,20.442,110.325,20.452,110.335,18
932,20.447,110.34,20.442,110.335,20.452,110.345,40
933,20.447,110.35,20.442,110.345,20.452,110.355,79
934,20.447,110.36,20.442,110.355,20.452,110.365,86
935,20.447,110.37,20.442,110.365,20.452,110.375,11
936,20.447,110.38,20.442,110.375,20.452,110.385,80
937,20.447,110.39,20.442,110.385,20.452,110.395,4
938,20.447,110.4,20.442,110.395,20.452,110.405,76
939,20.447,110.41,20.442,110.405,20.452,110.415,70
940,20.447,110.42,20.442,110.415,20.452,110.425,84
941,20.447,110.43,20.442,110.425,20.452,110.435,78
942,20.447,110.44,20.442,110.435,20.452,110.445,1
943,20.447,110.45,20.442,110.445,20.452,110.455,9
944,20.447,110.46,20.442,110.455,20.452,110.465,77
945,20.447,110.47,20.442,110.465,20.452,110.475,86
946,20.447,110.48,20.442,110.475,20.452,110.485,48
947,20.447,110.49,20.442,110.485,20.452,110.495,26
948,20.447,110.5,20.442,110.495,20.452,110.505,90
949,20.447,110.51,20.442,110.505,20.452,110.515,33
950,20.447,110.52,20.442,110.515,20.452,110.525,35
951,20.457,110.09,20.452,110.085,20.462,110.095,74
952,20.457,110.1,20.452,110.095,20.462,110.105,65
953,20.457,110.11,20.452,110.105,20.462,110.115,5
954,20.457,110.12,20.452,110.115,20.462,110.125,72
955,20.457,110.13,20.452,110.125,20.462,110.135,52
956,20.457,110.14,20.452,110.135,20.462,110.145,2
957,20.457,110.15,20.452,110.145,20.462,110.155,66
958,20.457,110.16,20.452,110.155,20.462,110.165,80
959,20.457,110.17,20.452,110.165,20.462,110.175,51
960,20.457,110.18,20.452,110.175,20.462,110.185,70
961,20.457,110.19,20.452,110.185,20.462,110.195,5
962,20.457,110.2,20.452,110.195,20.462,110.205,78
963,20.457,110.21,20.452,110.205,20.462,110.215,31
964,20.457,110.22,20.452,110.215,20.462,110.225,69
965,20.457,110.23,20.452,110.225,20.462,110.235,4
966,20.457,110.24,20.452,110.235,20.462,110.245,58
967,20.457,110.25,20.452,110.245,20.462,110.255,31
968,20.457,110.26,20.452,110.255,20.462,110.265,11
969,20.457,110.27,20.452,110.265,20.462,110.275,3
970,20.457,110.28,20.452,110.275,20.462,110.285,51
971,20.457,110.29,20.452,110.285,20.462,110.295,24
972,20.457,110.3,20.452,110.295,20.462,110.305,84
973,20.457,110.31,20.452,110.305,20.462,110.315,85
974,20.457,110.32,20.452,110.315,20.462,110.325,9
975,20.457,110.33,20.452,110.325,20.462,110.335,1
976,20.457,110.34,20.452,110.335,20.462,110.345,53
977,20.457,110.35,20.452,110.345,20.462,110.355,37
978,20.457,110.36,20.452,110.355,20.462,110.365,51
979,20.457,110.37,20.452,110.365,20.462,110.375,74
980,20.457,110.38,20.452,110.375,20.462,110.385,66
981,20.457,110.39,20.452,110.385,20.462,110.395,9
982,20.457,110.4,20.452,110.395,20.462,110.405,16
983,20.457,110.41,20.452,110.405,20.462,110.415,71
984,20.457,110.42,20.452,110.415,20.462,110.425,66
985,20.457,110.43,20.452,110.425,20.462,110.435,15
986,20.457,110.44,20.452,110.435,20.462,110.445,55
987,20.457,110.45,20.452,110.445,20.462,110.455,81
988,20.457,110.46,20.452,110.455,20.462,110.465,10
989,20.457,110.47,20.452,110.465,20.462,110.475,3
990,20.457,110.48,20.452,110.475,20.462,110.485,19
991,20.457,110.49,20.452,110.485,20.462,110.495,47
992,20.457,110.5,20.452,110.495,20.462,110.505,63
993,20.457,110.51,20.452,110.505,20.462,110.515,66
994,20.457,110.52,20.452,110.515,20.462,110.525,8
995,20.467,110.1,20.462,110.095,20.472,110.105,27
996,20.467,110.11,20.462,110.105,20.472,110.115,1
