FID,Lat,Lon,lat1,lon1,lat2,lon2,output
499,20.367,110.19,20.362,110.185,20.372,110.195,35
500,20.367,110.2,20.362,110.195,20.372,110.205,20
501,20.367,110.21,20.362,110.205,20.372,110.215,1
502,20.367,110.22,20.362,110.215,20.372,110.225,95
503,20.367,110.23,20.362,110.225,20.372,110.235,10
504,20.367,110.24,20.362,110.235,20.372,110.245,75
505,20.367,110.25,20.362,110.245,20.372,110.255,67
506,20.367,110.26,20.362,110.255,20.372,110.265,69
507,20.367,110.27,20.362,110.265,20.372,110.275,32
508,20.367,110.28,20.362,110.275,20.372,110.285,38
509,20.367,110.29,20.362,110.285,20.372,110.295,5
510,20.367,110.3,20.362,110.295,20.372,110.305,66
511,20.367,110.31,20.362,110.305,20.372,110.315,29
512,20.367,110.32,20.362,110.315,20.372,110.325,28
513,20.367,110.33,20.362,110.325,20.372,110.335,93
514,20.367,110.34,20.362,110.335,20.372,110.345,84
515,20.367,110.35,20.362,110.345,20.372,110.355,94
516,20.367,110.36,20.362,110.355,20.372,110.365,57
517,20.367,110.37,20.362,110.365,20.372,110.375,33
518,20.367,110.38,20.362,110.375,20.372,110.385,0
519,20.367,110.39,20.362,110.385,20.372,110.395,63
520,20.367,110.4,20.362,110.395,20.372,110.405,76
521,20.367,110.41,20.362,110.405,20.372,110.415,63
522,20.367,110.42,20.362,110.415,20.372,110.425,85
523,20.367,110.43,20.362,110.425,20.372,110.435,66
524,20.367,110.44,20.362,110.435,20.372,110.445,29
525,20.367,110.45,20.362,110.445,20.372,110.455,88
526,20.367,110.46,20.362,110.455,20.372,110.465,28
527,20.367,110.58,20.362,110.575,20.372,110.585,79
528,20.367,110.59,20.362,110.585,20.372,110.595,1
529,20.377,109.88,20.372,109.875,20.382,109.885,62
530,20.377,109.89,20.372,109.885,20.382,109.895,12
531,20.377,109.9,20.372,109.895,20.382,109.905,12
532,20.377,109.91,20.372,109.905,20.382,109.915,14
533,20.377,109.92,20.372,109.915,20.382,109.925,32
534,20.377,109.93,20.372,109.925,20.382,109.935,21
535,20.377,109.94,20.372,109.935,20.382,109.945,4
536,20.377,109.95,20.372,109.945,20.382,109.955,71
537,20.377,109.96,20.372,109.955,20.382,109.965,17
538,20.377,109.97,20.372,109.965,20.382,109.975,38
539,20.377,109.99,20.372,109.985,20.382,109.995,34
540,20.377,110,20.372,109.995,20.382,110.005,74
541,20.377,110.01,20.372,110.005,20.382,110.015,10
542,20.377,110.02,20.372,110.015,20.382,110.025,67
543,20.377,110.03,20.372,110.025,20.382,110.035,76
544,20.377,110.04,20.372,110.035,20.382,110.045,83
545,20.377,110.05,20.372,110.045,20.382,110.055,31
546,20.377,110.06,20.372,110.055,20.382,110.065,86
547,20.377,110.07,20.372,110.065,20.382,110.075,61
548,20.377,110.08,20.372,110.075,20.382,110.085,60
549,20.377,110.09,20.372,110.085,20.382,110.095,50
550,20.377,110.1,20.372,110.095,20.382,110.105,40
551,20.377,110.11,20.372,110.105,20.382,110.115,66
552,20.377,110.12,20.372,110.115,20.382,110.125,84
553,20.377,110.13,20.372,110.125,20.382,110.135,84
554,20.377,110.14,20.372,110.135,20.382,110.145,65
555,20.377,110.15,20.372,110.145,20.382,110.155,66
556,20.377,110.16,20.372,110.155,20.382,110.165,1
557,20.377,110.17,20.372,110.165,20.382,110.175,44
558,20.377,110.18,20.372,110.175,20.382,110.185,40
559,20.377,110.19,20.372,110.185,20.382,110.195,31
560,20.377,110.2,20.372,110.195,20.382,110.205,29
561,20.377,110.21,20.372,110.205,20.382,110.215,15
562,20.377,110.22,20.372,110.215,20.382,110.225,24
563,20.377,110.23,20.372,110.225,20.382,110.235,75
564,20.377,110.24,20.372,110.235,20.382,110.245,49
565,20.377,110.25,20.372,110.245,20.382,110.255,45
566,20.377,110.26,20.372,110.255,20.382,110.265,13
567,20.377,110.27,20.372,110.265,20.382,110.275,12
568,20.377,110.28,20.372,110.275,20.382,110.285,54
569,20.377,110.29,20.372,110.285,20.382,110.295,19
570,20.377,110.3,20.372,110.295,20.382,110.305,83
571,20.377,110.31,20.372,110.305,20.382,110.315,77
572,20.377,110.32,20.372,110.315,20.382,110.325,8
573,20.377,110.33,20.372,110.325,20.382,110.335,71
574,20.377,110.34,20.372,110.335,20.382,110.345,89
575,20.377,110.35,20.372,110.345,20.382,110.355,36
576,20.377,110.36,20.372,110.355,20.382,110.365,39
577,20.377,110.37,20.372,110.365,20.382,110.375,39
578,20.377,110.38,20.372,110.375,20.382,110.385,64
579,20.377,110.39,20.372,110.385,20.382,110.395,6
580,20.377,110.4,20.372,110.395,20.382,110.405,85
581,20.377,110.41,20.372,110.405,20.382,110.415,68
582,20.377,110.42,20.372,110.415,20.382,110.425,25
583,20.377,110.43,20.372,110.425,20.382,110.435,92
584,20.377,110.44,20.372,110.435,20.382,110.445,29
585,20.377,110.45,20.372,110.445,20.382,110.455,43
586,20.377,110.46,20.372,110.455,20.382,110.465,73
587,20.387,109.88,20.382,109.875,20.392,109.885,23
588,20.387,109.89,20.382,109.885,20.392,109.895,22
589,20.387,109.9,20.382,109.895,20.392,109.905,12
590,20.387,109.91,20.382,109.905,20.392,109.915,46
591,20.387,109.92,20.382,109.915,20.392,109.925,39
592,20.387,109.93,20.382,109.925,20.392,109.935,78
593,20.387,109.94,20.382,109.935,20.392,109.945,84
594,20.387,109.95,20.382,109.945,20.392,109.955,73
595,20.387,109.96,20.382,109.955,20.392,109.965,92
596,20.387,110,20.382,109.995,20.392,110.005,92
597,20.387,110.01,20.382,110.005,20.392,110.015,84
598,20.387,110.02,20.382,110.015,20.392,110.025,56
599,20.387,110.03,20.382,110.025,20.392,110.035,3
600,20.387,110.04,20.382,110.035,20.392,110.045,15
601,20.387,110.05,20.382,110.045,20.392,110.055,3
602,20.387,110.06,20.382,110.055,20.392,110.065,63
603,20.387,110.07,20.382,110.065,20.392,110.075,69
604,20.387,110.08,20.382,110.075,20.392,110.085,29
605,20.387,110.09,20.382,110.085,20.392,110.095,7
606,20.387,110.1,20.382,110.095,20.392,110.105,65
607,20.387,110.11,20.382,110.105,20.392,110.115,80
608,20.387,110.12,20.382,110.115,20.392,110.125,45
609,20.387,110.13,20.382,110.125,20.392,110.135,67
610,20.387,110.14,20.382,110.135,20.392,110.145,74
611,20.387,110.15,20.382,110.145,20.392,110.155,52
612,20.387,110.16,20.382,110.155,20.392,110.165,92
613,20.387,110.17,20.382,110.165,20.392,110.175,3
614,20.387,110.18,20.382,110.175,20.392,110.185,7
615,20.387,110.19,20.382,110.185,20.392,110.195,65
616,20.387,110.2,20.382,110.195,20.392,110.205,78
617,20.387,110.21,20.382,110.205,20.392,110.215,57
618,20.387,110.22,20.382,110.215,20.392,110.225,43
619,20.387,110.23,20.382,110.225,20.392,110.235,24
620,20.387,110.24,20.382,110.235,20.392,110.245,27
621,20.387,110.25,20.382,110.245,20.392,110.255,6
622,20.387,110.26,20.382,110.255,20.392,110.265,89
623,20.387,110.27,20.382,110.265,20.392,110.275,85
624,20.387,110.28,20.382,110.275,20.392,110.285,85
625,20.387,110.29,20.382,110.285,20.392,110.295,4
626,20.387,110.3,20.382,110.295,20.392,110.305,36
627,20.387,110.31,20.382,110.305,20.392,110.315,22
628,20.387,110.32,20.382,110.315,20.392,110.325,63
629,20.387,110.33,20.382,110.325,20.392,110.335,14
630,20.387,110.34,20.382,110.335,20.392,110.345,33
631,20.387,110.35,20.382,110.345,20.392,110.355,61
632,20.387,110.36,20.382,110.355,20.392,110.365,55
633,20.387,110.37,20.382,110.365,20.392,110.375,70
634,20.387,110.38,20.382,110.375,20.392,110.385,64
635,20.387,110.39,20.382,110.385,20.392,110.395,77
636,20.387,110.4,20.382,110.395,20.392,110.405,12
637,20.387,110.41,20.382,110.405,20.392,110.415,75
638,20.387,110.42,20.382,110.415,20.392,110.425,59
639,20.387,110.43,20.382,110.425,20.392,110.435,78
640,20.387,110.44,20.382,110.435,20.392,110.445,78
641,20.387,110.45,20.382,110.445,20.392,110.455,57
642,20.387,110.46,20.382,110.455,20.392,110.465,84
643,20.387,110.47,20.382,110.465,20.392,110.475,45
644,20.397,109.88,20.392,109.875,20.402,109.885,69
645,20.397,109.89,20.392,109.885,20.402,109.895,87
646,20.397,109.9,20.392,109.895,20.402,109.905,64
647,20.397,109.91,20.392,109.905,20.402,109.915,76
648,20.397,109.92,20.392,109.915,20.402,109.925,3
649,20.397,109.93,20.392,109.925,20.402,109.935,39
650,20.397,109.94,20.392,109.935,20.402,109.945,14
651,20.397,109.95,20.392,109.945,20.402,109.955,8
652,20.397,109.96,20.392,109.955,20.402,109.965,19
653,20.397,109.97,20.392,109.965,20.402,109.975,27
654,20.397,110.01,20.392,110.005,20.402,110.015,82
655,20.397,110.02,20.392,110.015,20.402,110.025,89
656,20.397,110.03,20.392,110.025,20.402,110.035,33
657,20.397,110.04,20.392,110.035,20.402,110.045,62
658,20.397,110.05,20.392,110.045,20.402,110.055,64
659,20.397,110.06,20.392,110.055,20.402,110.065,61
660,20.397,110.07,20.392,110.065,20.402,110.075,78
661,20.397,110.08,20.392,110.075,20.402,110.085,25
662,20.397,110.09,20.392,110.085,20.402,110.095,65
663,20.397,110.1,20.392,110.095,20.402,110.105,20
664,20.397,110.11,20.392,110.105,20.402,110.115,79
665,20.397,110.12,20.392,110.115,20.402,110.125,58
666,20.397,110.13,20.392,110.125,20.402,110.135,79
667,20.397,110.14,20.392,110.135,20.402,110.145,67
668,20.397,110.15,20.392,110.145,20.402,110.155,42
669,20.397,110.16,20.392,110.155,20.402,110.165,67
670,20.397,110.17,20.392,110.165,20.402,110.175,49
671,20.397,110.18,20.392,110.175,20.402,110.185,25
672,20.397,110.19,20.392,110.185,20.402,110.195,57
673,20.397,110.2,20.392,110.195,20.402,110.205,61
674,20.397,110.21,20.392,110.205,20.402,110.215,10
675,20.397,110.22,20.392,110.215,20.402,110.225,50
676,20.397,110.23,20.392,110.225,20.402,110.235,21
677,20.397,110.24,20.392,110.235,20.402,110.245,3
678,20.397,110.25,20.392,110.245,20.402,110.255,5
679,20.397,110.26,20.392,110.255,20.402,110.265,59
680,20.397,110.27,20.392,110.265,20.402,110.275,54
681,20.397,110.28,20.392,110.275,20.402,110.285,18
682,20.397,110.29,20.392,110.285,20.402,110.295,7
683,20.397,110.3,20.392,110.295,20.402,110.305,87
684,20.397,110.31,20.392,110.305,20.402,110.315,59
685,20.397,110.32,20.392,110.315,20.402,110.325,30
686,20.397,110.33,20.392,110.325,20.402,110.335,90
687,20.397,110.34,20.392,110.335,20.402,110.345,18
688,20.397,110.35,20.392,110.345,20.402,110.355,87
689,20.397,110.36,20.392,110.355,20.402,110.365,42
690,20.397,110.37,20.392,110.365,20.402,110.375,21
691,20.397,110.38,20.392,110.375,20.402,110.385,55
692,20.397,110.39,20.392,110.385,20.402,110.395,44
693,20.397,110.4,20.392,110.395,20.402,110.405,22
694,20.397,110.41,20.392,110.405,20.402,110.415,92
695,20.397,110.42,20.392,110.415,20.402,110.425,40
696,20.397,110.43,20.392,110.425,20.402,110.435,10
697,20.397,110.44,20.392,110.435,20.402,110.445,27
698,20.397,110.45,20.392,110.445,20.402,110.455,40
699,20.397,110.46,20.392,110.455,20.402,110.465,94
700,20.397,110.47,20.392,110.465,20.402,110.475,56
701,20.407,109.87,20.402,109.865,20.412,109.875,35
702,20.407,109.9,20.402,109.895,20.412,109.905,17
703,20.407,109.91,20.402,109.905,20.412,109.915,28
704,20.407,109.92,20.402,109.915,20.412,109.925,64
705,20.407,109.93,20.402,109.925,20.412,109.935,93
706,20.407,109.94,20.402,109.935,20.412,109.945,31
707,20.407,110.02,20.402,110.015,20.412,110.025,17
708,20.407,110.03,20.402,110.025,20.412,110.035,11
709,20.407,110.04,20.402,110.035,20.412,110.045,24
710,20.407,110.05,20.402,110.045,20.412,110.055,37
711,20.407,110.06,20.402,110.055,20.412,110.065,64
712,20.407,110.07,20.402,110.065,20.412,110.075,15
713,20.407,110.08,20.402,110.075,20.412,110.085,44
714,20.407,110.09,20.402,110.085,20.412,110.095,84
715,20.407,110.1,20.402,110.095,20.412,110.105,95
716,20.407,110.11,20.402,110.105,20.412,110.115,74
717,20.407,110.12,20.402,110.115,20.412,110.125,10
718,20.407,110.13,20.402,110.125,20.412,110.135,34
719,20.407,110.14,20.402,110.135,20.412,110.145,88
720,20.407,110.15,20.402,110.145,20.412,110.155,7
721,20.407,110.16,20.402,110.155,20.412,110.165,57
722,20.407,110.17,20.402,110.165,20.412,110.175,69
723,20.407,110.18,20.402,110.175,20.412,110.185,38
724,20.407,110.19,20.402,110.185,20.412,110.195,71
725,20.407,110.2,20.402,110.195,20.412,110.205,58
726,20.407,110.21,20.402,110.205,20.412,110.215,69
727,20.407,110.22,20.402,110.215,20.412,110.225,38
728,20.407,110.23,20.402,110.225,20.412,110.235,42
729,20.407,110.24,20.402,110.235,20.412,110.245,83
730,20.407,110.25,20.402,110.245,20.412,110.255,45
731,20.407,110.26,20.402,110.255,20.412,110.265,61
732,20.407,110.27,20.402,110.265,20.412,110.275,64
733,20.407,110.28,20.402,110.275,20.412,110.285,75
734,20.407,110.29,20.402,110.285,20.412,110.295,4
735,20.407,110.3,20.402,110.295,20.412,110.305,9
736,20.407,110.31,20.402,110.305,20.412,110.315,94
737,20.407,110.32,20.402,110.315,20.412,110.325,72
738,20.407,110.33,20.402,110.325,20.412,110.335,25
739,20.407,110.34,20.402,110.335,20.412,110.345,65
740,20.407,110.35,20.402,110.345,20.412,110.355,5
741,20.407,110.36,20.402,110.355,20.412,110.365,3
742,20.407,110.37,20.402,110.365,20.412,110.375,79
743,20.407,110.38,20.402,110.375,20.412,110.385,47
744,20.407,110.39,20.402,110.385,20.412,110.395,34
745,20.407,110.4,20.402,110.395,20.412,110.405,60
746,20.407,110.41,20.402,110.405,20.412,110.415,82
747,20.407,110.42,20.402,110.415,20.412,110.425,37
748,20.407,110.43,20.402,110.425,20.412,110.435,18
749,20.407,110.44,20.402,110.435,20.412,110.445,48
750,20.407,110.45,20.402,110.445,20.412,110.455,40
751,20.407,110.46,20.402,110.455,20.412,110.465,34
752,20.407,110.47,20.402,110.465,20.412,110.475,69
753,20.407,110.48,20.402,110.475,20.412,110.485,54
754,20.417,109.9,20.412,109.895,20.422,109.905,52
755,20.417,109.91,20.412,109.905,20.422,109.915,22
756,20.417,109.92,20.412,109.915,20.422,109.925,85
757,20.417,109.93,20.412,109.925,20.422,109.935,33
758,20.417,110.02,20.412,110.015,20.422,110.025,31
759,20.417,110.03,20.412,110.025,20.422,110.035,11
760,20.417,110.04,20.412,110.035,20.422,110.045,35
761,20.417,110.05,20.412,110.045,20.422,110.055,82
762,20.417,110.06,20.412,110.055,20.422,110.065,83
763,20.417,110.07,20.412,110.065,20.422,110.075,12
764,20.417,110.08,20.412,110.075,20.422,110.085,38
765,20.417,110.09,20.412,110.085,20.422,110.095,93
766,20.417,110.1,20.412,110.095,20.422,110.105,32
767,20.417,110.11,20.412,110.105,20.422,110.115,2
768,20.417,110.12,20.412,110.115,20.422,110.125,7
769,20.417,110.13,20.412,110.125,20.422,110.135,40
770,20.417,110.14,20.412,110.135,20.422,110.145,34
771,20.417,110.15,20.412,110.145,20.422,110.155,89
772,20.417,110.16,20.412,110.155,20.422,110.165,60
773,20.417,110.17,20.412,110.165,20.422,110.175,31
774,20.417,110.18,20.412,110.175,20.422,110.185,94
775,20.417,110.19,20.412,110.185,20.422,110.195,93
776,20.417,110.2,20.412,110.195,20.422,110.205,35
777,20.417,110.21,20.412,110.205,20.422,110.215,89
778,20.417,110.22,20.412,110.215,20.422,110.225,32
779,20.417,110.23,20.412,110.225,20.422,110.235,51
780,20.417,110.24,20.412,110.235,20.422,110.245,56
781,20.417,110.25,20.412,110.245,20.422,110.255,58
782,20.417,110.26,20.412,110.255,20.422,110.265,47
783,20.417,110.27,20.412,110.265,20.422,110.275,61
784,20.417,110.28,20.412,110.275,20.422,110.285,11
785,20.417,110.29,20.412,110.285,20.422,110.295,86
786,20.417,110.3,20.412,110.295,20.422,110.305,59
787,20.417,110.31,20.412,110.305,20.422,110.315,42
788,20.417,110.32,20.412,110.315,20.422,110.325,37
789,20.417,110.33,20.412,110.325,20.422,110.335,38
790,20.417,110.34,20.412,110.335,20.422,110.345,51
791,20.417,110.35,20.412,110.345,20.422,110.355,60
792,20.417,110.36,20.412,110.355,20.422,110.365,90
793,20.417,110.37,20.412,110.365,20.422,110.375,58
794,20.417,110.38,20.412,110.375,20.422,110.385,73
795,20.417,110.39,20.412,110.385,20.422,110.395,83
796,20.417,110.4,20.412,110.395,20.422,110.405,79
797,20.417,110.41,20.412,110.405,20.422,110.415,89
798,20.417,110.42,20.412,110.415,20.422,110.425,9
799,20.417,110.43,20.412,110.425,20.422,110.435,5
800,20.417,110.44,20.412,110.435,20.422,110.445,55
801,20.417,110.45,20.412,110.445,20.422,110.455,71
802,20.417,110.46,20.412,110.455,20.422,110.465,57
803,20.417,110.47,20.412,110.465,20.422,110.475,26
804,20.417,110.48,20.412,110.475,20.422,110.485,7
805,20.417,110.49,20.412,110.485,20.422,110.495,63
806,20.417,110.5,20.412,110.495,20.422,110.505,37
807,20.427,109.91,20.422,109.905,20.432,109.915,17
808,20.427,110.02,20.422,110.015,20.432,110.025,42
809,20.427,110.03,20.422,110.025,20.432,110.035,42
810,20.427,110.04,20.422,110.035,20.432,110.045,23
811,20.427,110.05,20.422,110.045,20.432,110.055,20
812,20.427,110.06,20.422,110.055,20.432,110.065,67
813,20.427,110.07,20.422,110.065,20.432,110.075,82
814,20.427,110.08,20.422,110.075,20.432,110.085,15
815,20.427,110.09,20.422,110.085,20.432,110.095,54
816,20.427,110.1,20.422,110.095,20.432,110.105,21
817,20.427,110.11,20.422,110.105,20.432,110.115,79
818,20.427,110.12,20.422,110.115,20.432,110.125,4
819,20.427,110.13,20.422,110.125,20.432,110.135,35
820,20.427,110.14,20.422,110.135,20.432,110.145,57
821,20.427,110.15,20.422,110.145,20.432,110.155,1
822,20.427,110.16,20.422,110.155,20.432,110.165,26
823,20.427,110.17,20.422,110.165,20.432,110.175,18
824,20.427,110.18,20.422,110.175,20.432,110.185,46
825,20.427,110.19,20.422,110.185,20.432,110.195,33
826,20.427,110.2,20.422,110.195,20.432,110.205,22
827,20.427,110.21,20.422,110.205,20.432,110.215,51
828,20.427,110.22,20.422,110.215,20.432,110.225,73
829,20.427,110.23,20.422,110.225,20.432,110.235,80
830,20.427,110.24,20.422,110.235,20.432,110.245,91
831,20.427,110.25,20.422,110.245,20.432,110.255,23
832,20.427,110.26,20.422,110.255,20.432,110.265,76
833,20.427,110.27,20.422,110.265,20.432,110.275,46
834,20.427,110.28,20.422,110.275,20.432,110.285,42
835,20.427,110.29,20.422,110.285,20.432,110.295,43
836,20.427,110.3,20.422,110.295,20.432,110.305,45
837,20.427,110.31,20.422,110.305,20.432,110.315,90
838,20.427,110.32,20.422,110.315,20.432,110.325,68
839,20.427,110.33,20.422,110.325,20.432,110.335,61
840,20.427,110.34,20.422,110.335,20.432,110.345,34
841,20.427,110.35,20.422,110.345,20.432,110.355,10
842,20.427,110.36,20.422,110.355,20.432,110.365,26
843,20.427,110.37,20.422,110.365,20.432,110.375,85
844,20.427,110.38,20.422,110.375,20.432,110.385,41
845,20.427,110.39,20.422,110.385,20.432,110.395,27
846,20.427,110.4,20.422,110.395,20.432,110.405,62
847,20.427,110.41,20.422,110.405,20.432,110.415,20
848,20.427,110.42,20.422,110.415,20.432,110.425,39
849,20.427,110.43,20.422,110.425,20.432,110.435,56
850,20.427,110.44,20.422,110.435,20.432,110.445,2
851,20.427,110.45,20.422,110.445,20.432,110.455,76
852,20.427,110.46,20.422,110.455,20.432,110.465,30
853,20.427,110.47,20.422,110.465,20.432,110.475,42
854,20.427,110.48,20.422,110.475,20.432,110.485,9
855,20.427,110.49,20.422,110.485,20.432,110.495,60
856,20.427,110.5,20.422,110.495,20.432,110.505,21
857,20.427,110.51,20.422,110.505,20.432,110.515,7
858,20.437,110.02,20.432,110.015,20.442,110.025,78
859,20.437,110.03,20.432,110.025,20.442,110.035,68
860,20.437,110.04,20.432,110.035,20.442,110.045,40
861,20.437,110.05,20.432,110.045,20.442,110.055,14
862,20.437,110.06,20.432,110.055,20.442,110.065,16
863,20.437,110.07,20.432,110.065,20.442,110.075,37
864,20.437,110.08,20.432,110.075,20.442,110.085,23
865,20.437,110.09,20.432,110.085,20.442,110.095,14
866,20.437,110.1,20.432,110.095,20.442,110.105,90
867,20.437,110.11,20.432,110.105,20.442,110.115,31
868,20.437,110.12,20.432,110.115,20.442,110.125,37
869,20.437,110.13,20.432,110.125,20.442,110.135,40
870,20.437,110.14,20.432,110.135,20.442,110.145,65
871,20.437,110.15,20.432,110.145,20.442,110.155,0
872,20.437,110.16,20.432,110.155,20.442,110.165,54
873,20.437,110.17,20.432,110.165,20.442,110.175,24
874,20.437,110.18,20.432,110.175,20.442,110.185,28
875,20.437,110.19,20.432,110.185,20.442,110.195,25
876,20.437,110.2,20.432,110.195,20.442,110.205,82
877,20.437,110.21,20.432,110.205,20.442,110.215,42
878,20.437,110.22,20.432,110.215,20.442,110.225,13
879,20.437,110.23,20.432,110.225,20.442,110.235,25
880,20.437,110.24,20.432,110.235,20.442,110.245,71
881,20.437,110.25,20.432,110.245,20.442,110.255,82
882,20.437,110.26,20.432,110.255,20.442,110.265,86
883,20.437,110.27,20.432,110.265,20.442,110.275,62
884,20.437,110.28,20.432,110.275,20.442,110.285,65
885,20.437,110.29,20.432,110.285,20.442,110.295,89
886,20.437,110.3,20.432,110.295,20.442,110.305,15
887,20.437,110.31,20.432,110.305,20.442,110.315,34
888,20.437,110.32,20.432,110.315,20.442,110.325,34
889,20.437,110.33,20.432,110.325,20.442,110.335,43
890,20.437,110.34,20.432,110.335,20.442,110.345,61
891,20.437,110.35,20.432,110.345,20.442,110.355,41
892,20.437,110.36,20.432,110.355,20.442,110.365,30
893,20.437,110.37,20.432,110.365,20.442,110.375,76
894,20.437,110.38,20.432,110.375,20.442,110.385,26
895,20.437,110.39,20.432,110.385,20.442,110.395,16
896,20.437,110.4,20.432,110.395,20.442,110.405,52
897,20.437,110.41,20.432,110.405,20.442,110.415,50
898,20.437,110.42,20.432,110.415,20.442,110.425,94
899,20.437,110.43,20.432,110.425,20.442,110.435,79
900,20.437,110.44,20.432,110.435,20.442,110.445,91
901,20.437,110.45,20.432,110.445,20.442,110.455,78
902,20.437,110.46,20.432,110.455,20.442,110.465,76
903,20.437,110.47,20.432,110.465,20.442,110.475,54
904,20.437,110.48,20.432,110.475,20.442,110.485,10
905,20.437,110.49,20.432,110.485,20.442,110.495,72
906,20.437,110.5,20.432,110.495,20.442,110.505,44
907,20.437,110.51,20.432,110.505,20.442,110.515,5
908,20.447,110.09,20.442,110.085,20.452,110.095,50
909,20.447,110.1,20.442,110.095,20.452,110.105,13
910,20.447,110.11,20.442,110.105,20.452,110.115,21
911,20.447,110.12,20.442,110.115,20.452,110.125,91
912,20.447,110.13,20.442,110.125,20.452,110.135,70
913,20.447,110.14,20.442,110.135,20.452,110.145,46
914,20.447,110.15,20.442,110.145,20.452,110.155,80
915,20.447,110.16,20.442,110.155,20.452,110.165,44
916,20.447,110.17,20.442,110.165,20.452,110.175,38
917,20.447,110.18,20.442,110.175,20.452,110.185,20
918,20.447,110.19,20.442,110.185,20.452,110.195,30
919,20.447,110.2,20.442,110.195,20.452,110.205,23
920,20.447,110.21,20.442,110.205,20.452,110.215,58
921,20.447,110.22,20.442,110.215,20.452,110.225,55
922,20.447,110.23,20.442,110.225,20.452,110.235,13
923,20.447,110.24,20.442,110.235,20.452,110.245,7
924,20.447,110.25,20.442,110.245,20.452,110.255,85
925,20.447,110.26,20.442,110.255,20.452,110.265,25
926,20.447,110.27,20.442,110.265,20.452,110.275,62
927,20.447,110.28,20.442,110.275,20.452,110.285,63
928,20.447,110.29,20.442,110.285,20.452,110.295,50
929,20.447,110.3,20.442,110.295,20.452,110.305,68
930,20.447,110.31,20.442,110.305,20.452,110.315,15
931,20.447,110.32,20.442,110.315,20.452,110.325,64
932,20.447,110.33,20.442,110.325,20.452,110.335,6
933,20.447,110.34,20.442,110.335,20.452,110.345,36
934,20.447,110.35,20.442,110.345,20.452,110.355,29
935,20.447,110.36,20.442,110.355,20.452,110.365,16
936,20.447,110.37,20.442,110.365,20.452,110.375,63
937,20.447,110.38,20.442,110.375,20.452,110.385,21
938,20.447,110.39,20.442,110.385,20.452,110.395,53
939,20.447,110.4,20.442,110.395,20.452,110.405,13
940,20.447,110.41,20.442,110.405,20.452,110.415,11
941,20.447,110.42,20.442,110.415,20.452,110.425,21
942,20.447,110.43,20.442,110.425,20.452,110.435,67
943,20.447,110.44,20.442,110.435,20.452,110.445,71
944,20.447,110.45,20.442,110.445,20.452,110.455,90
945,20.447,110.46,20.442,110.455,20.452,110.465,34
946,20.447,110.47,20.442,110.465,20.452,110.475,78
947,20.447,110.48,20.442,110.475,20.452,110.485,73
948,20.447,110.49,20.442,110.485,20.452,110.495,5
949,20.447,110.5,20.442,110.495,20.452,110.505,70
950,20.447,110.51,20.442,110.505,20.452,110.515,66
951,20.447,110.52,20.442,110.515,20.452,110.525,32
952,20.457,110.09,20.452,110.085,20.462,110.095,79
953,20.457,110.1,20.452,110.095,20.462,110.105,60
954,20.457,110.11,20.452,110.105,20.462,110.115,35
955,20.457,110.12,20.452,110.115,20.462,110.125,26
956,20.457,110.13,20.452,110.125,20.462,110.135,78
957,20.457,110.14,20.452,110.135,20.462,110.145,24
958,20.457,110.15,20.452,110.145,20.462,110.155,65
959,20.457,110.16,20.452,110.155,20.462,110.165,90
960,20.457,110.17,20.452,110.165,20.462,110.175,83
961,20.457,110.18,20.452,110.175,20.462,110.185,91
962,20.457,110.19,20.452,110.185,20.462,110.195,94
963,20.457,110.2,20.452,110.195,20.462,110.205,17
964,20.457,110.21,20.452,110.205,20.462,110.215,87
965,20.457,110.22,20.452,110.215,20.462,110.225,67
966,20.457,110.23,20.452,110.225,20.462,110.235,37
967,20.457,110.24,20.452,110.235,20.462,110.245,28
968,20.457,110.25,20.452,110.245,20.462,110.255,61
969,20.457,110.26,20.452,110.255,20.462,110.265,32
970,20.457,110.27,20.452,110.265,20.462,110.275,54
971,20.457,110.28,20.452,110.275,20.462,110.285,89
972,20.457,110.29,20.452,110.285,20.462,110.295,93
973,20.457,110.3,20.452,110.295,20.462,110.305,3
974,20.457,110.31,20.452,110.305,20.462,110.315,73
975,20.457,110.32,20.452,110.315,20.462,110.325,11
976,20.457,110.33,20.452,110.325,20.462,110.335,41
977,20.457,110.34,20.452,110.335,20.462,110.345,75
978,20.457,110.35,20.452,110.345,20.462,110.355,52
979,20.457,110.36,20.452,110.355,20.462,110.365,75
980,20.457,110.37,20.452,110.365,20.462,110.375,48
981,20.457,110.38,20.452,110.375,20.462,110.385,12
982,20.457,110.39,20.452,110.385,20.462,110.395,45
983,20.457,110.4,20.452,110.395,20.462,110.405,90
984,20.457,110.41,20.452,110.405,20.462,110.415,50
985,20.457,110.42,20.452,110.415,20.462,110.425,85
986,20.457,110.43,20.452,110.425,20.462,110.435,11
987,20.457,110.44,20.452,110.435,20.462,110.445,60
988,20.457,110.45,20.452,110.445,20.462,110.455,94
989,20.457,110.46,20.452,110.455,20.462,110.465,3
990,20.457,110.47,20.452,110.465,20.462,110.475,73
991,20.457,110.48,20.452,110.475,20.462,110.485,14
992,20.457,110.49,20.452,110.485,20.462,110.495,90
993,20.457,110.5,20.452,110.495,20.462,110.505,93
994,20.457,110.51,20.452,110.505,20.462,110.515,19
995,20.457,110.52,20.452,110.515,20.462,110.525,35
996,20.467,110.1,20.462,110.095,20.472,110.105,25
997,20.467,110.11,20.462,110.105,20.472,110.115,30
